"","car_id","car_name","parent_id","parent_name"
"697",1040,"Cougar",80,"Mercury"
"698",880,"Countach",62,"Lamborghini"
"699",1658,"Country Buggy",124,"Volkswagen"
"700",585,"Coupe",39,"Fiat"
"701",765,"Coupe",52,"Hyundai"
"702",957,"Coupe",75,"Maserati"
"703",621,"Courier",40,"Ford"
"704",501,"Cowboy",30,"Derways"
"705",708,"CR-V",49,"Honda"
"706",1659,"Crafter",124,"Volkswagen"
"707",1558,"Cressida",121,"Toyota"
"708",1559,"Cresta",121,"Toyota"
"709",1138,"Crew",85,"Nissan"
"710",586,"Croma",39,"Fiat"
"711",377,"Crossfire",22,"Chrysler"
"712",818,"Crosswind",56,"Isuzu"
"713",1924,"CrowLine ",NA,NA
"714",1560,"Crown",121,"Toyota"
"715",1561,"Crown Athlete",121,"Toyota"
"716",1562,"Crown Majesta",121,"Toyota"
"717",1563,"Crown Royal",121,"Toyota"
"718",622,"Crown Victoria",40,"Ford"
"719",328,"Cruze",21,"Chevrolet"
"720",709,"CRX",49,"Honda"
"721",150,"CSX",3,"Acura"
"722",283,"CTS",17,"Cadillac"
"723",1139,"Cube",85,"Nissan"
"724",1474,"Cultus",113,"Suzuki"
"725",470,"Cuore",27,"Daihatsu"
"726",1564,"Curren",121,"Toyota"
"727",1202,"Cutlass",86,"Oldsmobile"
"728",1203,"Cutlass Calais",86,"Oldsmobile"
"729",1204,"Cutlass Ciera",86,"Oldsmobile"
"730",1205,"Cutlass Cruiser",86,"Oldsmobile"
"731",1206,"Cutlass Supreme",86,"Oldsmobile"
"732",410,"CX",23,"Citroen"
"733",2274,"CX-5",77,"Mazda"
"734",983,"CX-7",77,"Mazda"
"735",984,"CX-9",77,"Mazda"
"736",2184,"CX90",125,"Volvo"
"737",1565,"Cynos",121,"Toyota"
"738",819,"D-Max",56,"Isuzu"
"739",188,"D10",6,"Alpina"
"740",533,"D8",33,"Donkervoort"
"741",25,"Dacia",NA,NA
"742",24,"DADI",NA,NA
"743",502,"DADI Shuttle",30,"Derways"
"744",26,"Daewoo",NA,NA
"745",27,"Daihatsu",NA,NA
"746",28,"Daimler",NA,NA
"747",2070,"Daimler Sovereign",58,"Jaguar"
"748",512,"Dakota",31,"Dodge"
"749",434,"Damas",26,"Daewoo"
"750",1140,"Datsun",85,"Nissan"
"751",378,"Daytona",22,"Chrysler"
"752",513,"Daytona",31,"Dodge"
"753",200,"DB7",9,"Aston Martin"
"754",201,"DB9",9,"Aston Martin"
"755",202,"DBS",9,"Aston Martin"
"756",29,"De Tomaso",NA,NA
"757",286,"De Ville",17,"Cadillac"
"758",1059,"Debonair",82,"Mitsubishi"
"759",886,"Dedra",63,"Lancia"
"760",688,"Deer",46,"Great Wall"
"761",899,"Defender",64,"Land Rover"
"762",2259,"Defender 110",64,"Land Rover"
"763",714,"Del Sol",49,"Honda"
"764",1060,"Delica",82,"Mitsubishi"
"765",887,"Delta",63,"Lancia"
"766",1207,"Delta",86,"Oldsmobile"
"767",987,"Demio",77,"Mazda"
"768",30,"Derways",NA,NA
"769",881,"Diablo",62,"Lamborghini"
"770",1061,"Diamante",82,"Mitsubishi"
"771",1450,"Dias Wagon",112,"Subaru"
"772",1062,"Dingo",82,"Mitsubishi"
"773",1063,"Dion",82,"Mitsubishi"
"774",900,"Discovery",64,"Land Rover"
"775",2170,"Discovery 3",64,"Land Rover"
"776",2118,"Discovery 4",64,"Land Rover"
"777",587,"Doblo",39,"Fiat"
"778",31,"Dodge",NA,NA
"779",1516,"Dogan",120,"Tofas"
"780",715,"Domani",49,"Honda"
"781",32,"Doninvest",NA,NA
"782",33,"Donkervoort",NA,NA
"783",1728,"Dragon",130,"Yzk"
"784",2260,"DS4",23,"Citroen"
"785",285,"DTS",17,"Cadillac"
"786",588,"Ducato",39,"Fiat"
"787",1566,"Duet",121,"Toyota"
"788",589,"Duna",39,"Fiat"
"789",514,"Durango",31,"Dodge"
"790",2121,"Duster",96,"Renault"
"791",2299,"Dyna",121,"Toyota"
"792",515,"Dynasty",31,"Dodge"
"793",766,"Dynasty",52,"Hyundai"
"794",831,"E-Type",58,"Jaguar"
"795",1021,"E-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"796",1451,"E10",112,"Subaru"
"797",1452,"E12",112,"Subaru"
"798",34,"Eagle",NA,NA
"799",301,"Eastar",20,"Chery"
"800",264,"EB 110",15,"Bugatti"
"801",265,"EB 112",15,"Bugatti"
"802",1567,"Echo",121,"Toyota"
"803",1065,"Eclipse",82,"Mitsubishi"
"804",623,"Econoline",40,"Ford"
"805",624,"Econovan",40,"Ford"
"806",625,"Edge",40,"Ford"
"807",988,"Efini MS-8",77,"Mazda"
"808",1208,"Eighty Eight",86,"Oldsmobile"
"809",1064,"EK",82,"Mitsubishi"
"810",151,"EL",3,"Acura"
"811",858,"Elan",61,"Kia"
"812",767,"Elantra",52,"Hyundai"
"813",287,"Eldorado",17,"Cadillac"
"814",268,"Electra",16,"Buick"
"815",716,"Element",49,"Honda"
"816",1141,"Elgrand",85,"Nissan"
"817",925,"Elise",69,"Lotus"
"818",717,"Elysion",49,"Honda"
"819",1066,"Emeraude",82,"Mitsubishi"
"820",2298,"Emgrand",42,"Geely"
"821",269,"Enclave",16,"Buick"
"822",1067,"Endeavor",82,"Mitsubishi"
"823",859,"Enterprise",61,"Kia"
"824",768,"Entourage",52,"Hyundai"
"825",669,"Envoy",41,"GMC"
"826",561,"Enzo",38,"Ferrari"
"827",1660,"EOS",124,"Volkswagen"
"828",329,"Epica",21,"Chevrolet"
"829",1475,"Equator",113,"Suzuki"
"830",330,"Equinox",21,"Chevrolet"
"831",769,"Equis",52,"Hyundai"
"832",906,"ES",66,"Lexus"
"833",288,"Escalade",17,"Cadillac"
"834",2213,"Escalade AWD",17,"Cadillac"
"835",626,"Escape",40,"Ford"
"836",627,"Escort",40,"Ford"
"837",1476,"Escudo",113,"Suzuki"
"838",1332,"Espace",96,"Renault"
"839",882,"Espada",62,"Lamborghini"
"840",1246,"Esperante",90,"Panoz"
"841",435,"Espero",26,"Daewoo"
"842",926,"Esprit",69,"Lotus"
"843",471,"Esse",27,"Daihatsu"
"844",950,"Esteem",74,"Maruti"
"845",1477,"Esteem",113,"Suzuki"
"846",1568,"Estima",121,"Toyota"
"847",1569,"Estima Lucida",121,"Toyota"
"848",1722,"Estina",126,"Vortex"
"849",1068,"Eterna",82,"Mitsubishi"
"850",927,"Europa",69,"Lotus"
"851",1661,"EuroVan",124,"Volkswagen"
"852",331,"Evanda",21,"Chevrolet"
"853",436,"Evanda",26,"Daewoo"
"854",411,"Evasion",23,"Citroen"
"855",628,"Everest",40,"Ford"
"856",1478,"Every",113,"Suzuki"
"857",800,"EX",53,"Infiniti"
"858",629,"Excursion",40,"Ford"
"859",1383,"Exeo",100,"SEAT"
"860",928,"Exige",69,"Lotus"
"861",630,"Expedition",40,"Ford"
"862",1142,"Expert",85,"Nissan"
"863",1271,"Expert",91,"Peugeot"
"864",631,"Explorer",40,"Ford"
"865",2237,"Explorer Limited",40,"Ford"
"866",2235,"Explorer Sport Trac",40,"Ford"
"867",332,"Express",21,"Chevrolet"
"868",931,"Express",70,"MG"
"869",1333,"Express",96,"Renault"
"870",1928,"Express G1",21,"Chevrolet"
"871",1933,"Express G1500 ",21,"Chevrolet"
"872",472,"Extol",27,"Daihatsu"
"873",248,"F0",12,"BYD"
"874",1013,"F1",78,"McLaren"
"875",632,"F150",40,"Ford"
"876",633,"F250",40,"Ford"
"877",249,"F3",12,"BYD"
"878",634,"F350",40,"Ford"
"879",562,"F355 GTS",38,"Ferrari"
"880",563,"F355 Spider",38,"Ferrari"
"881",564,"F40",38,"Ferrari"
"882",565,"F430",38,"Ferrari"
"883",566,"F50",38,"Ferrari"
"884",250,"F6",12,"BYD"
"885",251,"F6",12,"BYD"
"886",1422,"Fabia",108,"Skoda"
"887",1143,"Fairlady",85,"Nissan"
"888",635,"Fairline",40,"Ford"
"889",989,"Familia",77,"Mazda"
"890",2195,"Family",21,"Chevrolet"
"891",820,"Faster",56,"Isuzu"
"892",1905,"FAT BOY FLSTF/FLSTFI ",1884,"Harley-Davidson"
"893",1423,"Favorit",108,"Skoda"
"894",35,"FAW",NA,NA
"895",1424,"Felicia",108,"Skoda"
"896",473,"Feroza",27,"Daihatsu"
"897",38,"Ferrari",NA,NA
"898",636,"Festiva",40,"Ford"
"899",1650,"Fetish",123,"Venturi"
"900",39,"Fiat",NA,NA
"901",637,"Fiesta",40,"Ford"
"902",990,"Fighter",77,"Mazda"
"903",821,"Filly",56,"Isuzu"
"904",1729,"Fine",130,"Yzk"
"905",590,"Fiorino",39,"Fiat"
"906",1283,"Firebird",93,"Pontiac"
"907",719,"Fit",49,"Honda"
"908",638,"Five Hundred",40,"Ford"
"909",1570,"FJ Cruiser",121,"Toyota"
"910",289,"Fleetwood",17,"Cadillac"
"911",1922,"FLHXI ",1884,"Harley-Davidson"
"912",1903,"FLSTC",1884,"Harley-Davidson"
"913",1885,"Fluence",96,"Renault"
"914",252,"Flyer",12,"BYD"
"915",296,"Flying",19,"ChangFeng"
"916",1730,"Flying",130,"Yzk"
"917",639,"Focus",40,"Ford"
"918",302,"Fora",20,"Chery"
"919",40,"Ford",NA,NA
"920",1479,"Forenza",113,"Suzuki"
"921",1453,"Forester",112,"Subaru"
"922",1434,"Forfour",109,"Smart"
"923",1425,"Forman",108,"Skoda"
"924",1571,"Fortuner",121,"Toyota"
"925",1435,"Fortwo",109,"Smart"
"926",2233,"Forward",56,"Isuzu"
"927",1662,"Fox",124,"Volkswagen"
"928",718,"FR-V",49,"Honda"
"929",901,"Freelander",64,"Land Rover"
"930",2072,"Freelander 2",64,"Land Rover"
"931",2302,"Freemont",39,"Fiat"
"932",640,"Freestar",40,"Ford"
"933",641,"Freestyle",40,"Ford"
"934",1384,"Freetrack",100,"SEAT"
"935",1223,"Frontera",87,"Opel"
"936",1144,"Frontier",85,"Nissan"
"937",36,"FSO",NA,NA
"938",37,"FSR",NA,NA
"939",1069,"FTO",82,"Mitsubishi"
"940",1334,"Fuego",96,"Renault"
"941",2234,"Fuga",85,"Nissan"
"942",888,"Fulvia",63,"Lancia"
"943",1572,"Funcargo",121,"Toyota"
"944",642,"Fusion",40,"Ford"
"945",1070,"Fuso Canter",82,"Mitsubishi"
"946",801,"FX",53,"Infiniti"
"947",1904,"FX",58,"Jaguar"
"948",2116,"FX 37",53,"Infiniti"
"949",685,"G",44,"Ginetta"
"950",802,"G COUPE",53,"Infiniti"
"951",803,"G SEDAN",53,"Infiniti"
"952",1022,"G-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"953",1284,"G5",93,"Pontiac"
"954",1285,"G6",93,"Pontiac"
"955",1286,"G7",93,"Pontiac"
"956",1287,"G8",93,"Pontiac"
"957",1573,"Gaia",121,"Toyota"
"958",2228,"Gala",121,"Toyota"
"959",1072,"Galant",82,"Mitsubishi"
"960",643,"Galaxy",40,"Ford"
"961",883,"Gallardo",62,"Lamborghini"
"962",770,"Galloper",52,"Hyundai"
"963",1109,"Galue",83,"Mitsuoka"
"964",42,"Geely",NA,NA
"965",822,"Gemini",56,"Isuzu"
"966",771,"Genesis",52,"Hyundai"
"967",438,"Gentra",26,"Daewoo"
"968",43,"Geo",NA,NA
"969",1480,"Geo",113,"Suzuki"
"970",333,"Geo Storm",21,"Chevrolet"
"971",334,"Geo Tracker",21,"Chevrolet"
"972",772,"Getz",52,"Hyundai"
"973",958,"Ghibli",75,"Maserati"
"974",959,"Ghibli II",75,"Maserati"
"975",44,"Ginetta",NA,NA
"976",180,"Giulietta",5,"Alfa Romeo"
"977",1023,"GL-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"978",270,"GL8",16,"Buick"
"979",1024,"GLK-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"980",1145,"Gloria",85,"Nissan"
"981",41,"GMC",NA,NA
"982",2160,"GMT926",17,"Cadillac"
"983",1663,"Gol",124,"Volkswagen"
"984",1664,"Golf",124,"Volkswagen"
"985",1665,"Golf Plus",124,"Volkswagen"
"986",45,"Gonow",NA,NA
"987",474,"Gran Move",27,"Daihatsu"
"988",960,"Gran Sport",75,"Maserati"
"989",961,"Gran Turismo",75,"Maserati"
"990",644,"Granada",40,"Ford"
"991",1289,"Grand AM",93,"Pontiac"
"992",412,"Grand C4 Picasso",23,"Citroen"
"993",516,"Grand Caravan",31,"Dodge"
"994",845,"Grand Cherokee",59,"Jeep"
"995",1335,"Grand Espace",96,"Renault"
"996",1574,"Grand hiace",121,"Toyota"
"997",1041,"Grand Marquis",80,"Mercury"
"998",1290,"Grand Prix",93,"Pontiac"
"999",1336,"Grand Scenic",96,"Renault"
"1000",1732,"Grand Tiger",131,"ZX"
"1001",1481,"Grand Vitara",113,"Suzuki"
"1002",2158,"Grand Vitara XL",113,"Suzuki"
"1003",379,"Grand Voyager",22,"Chrysler"
"1004",860,"GrandBird",61,"Kia"
"1005",591,"Grande Punto",39,"Fiat"
"1006",773,"Grandeur",52,"Hyundai"
"1007",1073,"Grandis",82,"Mitsubishi"
"1008",2297,"Granta",132,"¬¿«"
"1009",1575,"Granvia",121,"Toyota"
"1010",46,"Great Wall",NA,NA
"1011",1502,"Griffith",114,"TVR"
"1012",907,"GS",66,"Lexus"
"1013",178,"GT",5,"Alfa Romeo"
"1014",1224,"GT",87,"Opel"
"1015",567,"GTB",38,"Ferrari"
"1016",1071,"GTO",82,"Mitsubishi"
"1017",1288,"GTO",93,"Pontiac"
"1018",179,"GTV",5,"Alfa Romeo"
"1019",497,"Guara",29,"De Tomaso"
"1020",908,"GX",66,"Lexus"
"1021",437,"GX2",26,"Daewoo"
"1022",687,"GX6",45,"Gonow"
"1023",951,"Gypsy",74,"Maruti"
"1024",757,"H1",51,"Hummer"
"1025",774,"H1 (Starex)",52,"Hyundai"
"1026",775,"H100",52,"Hyundai"
"1027",758,"H2",51,"Hummer"
"1028",776,"H200",52,"Hyundai"
"1029",759,"H3",51,"Hummer"
"1030",47,"Hafei",NA,NA
"1031",849,"Haise",60,"Jindei"
"1032",1884,"Harley-Davidson",NA,NA
"1033",1576,"Harrier",121,"Toyota"
"1034",335,"HHR",21,"Chevrolet"
"1035",475,"Hi Jet",27,"Daihatsu"
"1036",197,"Hi-Topic",8,"Asia"
"1037",1577,"Hiace",121,"Toyota"
"1038",1578,"Highlander",121,"Toyota"
"1039",1579,"Hilux",121,"Toyota"
"1040",1580,"Hilux Surf",121,"Toyota"
"1041",48,"Holden",NA,NA
"1042",49,"Honda",NA,NA
"1043",809,"Honker",54,"Intrall"
"1044",1507,"Horizon",115,"Talbot"
"1045",689,"Hover",46,"Great Wall"
"1046",539,"HQ3",35,"FAW"
"1047",720,"HR-V",49,"Honda"
"1048",50,"Huanghai",NA,NA
"1049",51,"Hummer",NA,NA
"1050",1869,"Hunter / 315195",143,"”¿«"
"1051",52,"Hyundai",NA,NA
"1052",804,"I",53,"Infiniti"
"1053",1108,"i",82,"Mitsubishi"
"1054",798,"i10",52,"Hyundai"
"1055",2250,"i20",52,"Hyundai"
"1056",799,"i30",52,"Hyundai"
"1057",2284,"i40",52,"Hyundai"
"1058",1385,"Ibiza",100,"SEAT"
"1059",592,"Idea",39,"Fiat"
"1060",1482,"Ignis",113,"Suzuki"
"1061",645,"Ikon",40,"Ford"
"1062",1666,"Iltis",124,"Volkswagen"
"1063",336,"Impala",21,"Chevrolet"
"1064",1454,"Impreza",112,"Subaru"
"1065",1455,"Impreza WRX STI",112,"Subaru"
"1066",1386,"Inca",100,"SEAT"
"1067",1509,"Indica",116,"Tata"
"1068",53,"Infiniti",NA,NA
"1069",721,"Insight",49,"Honda"
"1070",1225,"Insignia",87,"Opel"
"1071",722,"Inspire",49,"Honda"
"1072",152,"Integra",3,"Acura"
"1073",723,"Integra",49,"Honda"
"1074",2239,"Integra",121,"Toyota"
"1075",54,"Intrall",NA,NA
"1076",380,"Intrepid",22,"Chrysler"
"1077",517,"Intrepid",31,"Dodge"
"1078",1209,"Intrigue",86,"Oldsmobile"
"1079",1404,"ION",104,"Saturn"
"1080",1405,"Ion Red Line",104,"Saturn"
"1081",337,"Ipanema",21,"Chevrolet"
"1082",1581,"Ipsum",121,"Toyota"
"1083",55,"Iran Khodro",NA,NA
"1084",909,"IS",66,"Lexus"
"1085",1582,"Isis",121,"Toyota"
"1086",1583,"Ist",121,"Toyota"
"1087",439,"Istana",26,"Daewoo"
"1088",1441,"Istana",111,"SsangYong"
"1089",56,"Isuzu",NA,NA
"1090",1899,"ix35",52,"Hyundai"
"1091",2205,"ix55",52,"Hyundai"
"1092",805,"J30",53,"Infiniti"
"1093",58,"Jaguar",NA,NA
"1094",724,"Jazz",49,"Honda"
"1095",59,"Jeep",NA,NA
"1096",1667,"Jetta",124,"Volkswagen"
"1097",670,"Jimmy",41,"GMC"
"1098",1483,"Jimny",113,"Suzuki"
"1099",60,"Jindei",NA,NA
"1100",540,"Jinn",35,"FAW"
"1101",57,"JMC",NA,NA
"1102",861,"Joice",61,"Kia"
"1103",518,"Journey",31,"Dodge"
"1104",2227,"Juke",85,"Nissan"
"1105",413,"Jumper",23,"Citroen"
"1106",414,"Jumpy",23,"Citroen"
"1107",1456,"Justy",112,"Subaru"
"1108",2253,"JX",53,"Infiniti"
"1109",862,"K",61,"Kia"
"1110",338,"K3500",21,"Chevrolet"
"1111",646,"Ka",40,"Ford"
"1112",1226,"Kadett",87,"Opel"
"1113",1668,"Kaefer",124,"Volkswagen"
"1114",1764,"Kalina",132,"¬¿«"
"1115",440,"Kalos",26,"Daewoo"
"1116",1337,"Kangoo",96,"Renault"
"1117",2124,"Kangoo 4LT",96,"Renault"
"1118",889,"Kappa",63,"Lancia"
"1119",2303,"Kaptur",96,"Renault"
"1120",1517,"Kartal",120,"Tofas"
"1121",1484,"Kei",113,"Suzuki"
"1122",61,"Kia",NA,NA
"1123",303,"Kimo",20,"Chery"
"1124",1584,"Kluger",121,"Toyota"
"1125",1338,"Koleos",96,"Renault"
"1126",531,"Kondor",32,"Doninvest"
"1127",441,"Korando",26,"Daewoo"
"1128",1442,"Korando",111,"SsangYong"
"1129",1443,"Korando Family",111,"SsangYong"
"1130",647,"Kuga",40,"Ford"
"1131",1444,"Kyron",111,"SsangYong"
"1132",1074,"L200",82,"Mitsubishi"
"1133",1075,"L300",82,"Mitsubishi"
"1134",1076,"L400",82,"Mitsubishi"
"1135",271,"La Crosse",16,"Buick"
"1136",442,"Labo",26,"Daewoo"
"1137",339,"Lacetti",21,"Chevrolet"
"1138",443,"Lacetti",26,"Daewoo"
"1139",2240,"Lada",NA,NA
"1140",725,"Lagreat",49,"Honda"
"1141",1339,"Laguna",96,"Renault"
"1142",62,"Lamborghini",NA,NA
"1143",1077,"Lancer",82,"Mitsubishi"
"1144",1078,"Lancer Cedia",82,"Mitsubishi"
"1145",1079,"Lancer Evolution",82,"Mitsubishi"
"1146",63,"Lancia",NA,NA
"1147",503,"Land Crown",30,"Derways"
"1148",1585,"Land Cruiser",121,"Toyota"
"1149",1931,"Land Cruiser 100",121,"Toyota"
"1150",1930,"Land Cruiser 120",121,"Toyota"
"1151",2294,"Land Cruiser 150",121,"Toyota"
"1152",2067,"Land Cruiser 200",121,"Toyota"
"1153",2258,"Land Cruiser 70",121,"Toyota"
"1154",1968,"Land Cruiser 76",121,"Toyota"
"1155",2231,"Land Cruiser 80",121,"Toyota"
"1156",2232,"Land Cruiser Cygnus",121,"Toyota"
"1157",1586,"Land Cruiser Prado",121,"Toyota"
"1158",64,"Land Rover",NA,NA
"1159",1733,"landmark",131,"ZX"
"1160",754,"Landscape",50,"Huanghai"
"1161",65,"Landwind",NA,NA
"1162",340,"Lanos",21,"Chevrolet"
"1163",444,"Lanos",26,"Daewoo"
"1164",991,"Lantis",77,"Mazda"
"1165",777,"Lantra",52,"Hyundai"
"1166",1485,"Lapin",113,"Suzuki"
"1167",1146,"Largo",85,"Nissan"
"1168",648,"Laser",40,"Ford"
"1169",1276,"Laser",92,"Plymouth"
"1170",1147,"Laurel",85,"Nissan"
"1171",778,"Lavita",52,"Hyundai"
"1172",382,"Le Baron",22,"Chrysler"
"1173",272,"Le Sabre",16,"Buick"
"1174",1110,"Le-Seyde",83,"Mitsuoka"
"1175",1457,"Legacy",112,"Subaru"
"1176",445,"Leganza",26,"Daewoo"
"1177",153,"Legend",3,"Acura"
"1178",726,"Legend",49,"Honda"
"1179",1080,"Legnum",82,"Mitsubishi"
"1180",446,"Lemans",26,"Daewoo"
"1181",1291,"Lemans",93,"Pontiac"
"1182",1387,"Leon",100,"SEAT"
"1183",1458,"Leone",112,"Subaru"
"1184",1148,"Leopard",85,"Nissan"
"1185",992,"Levante",77,"Mazda"
"1186",66,"Lexus",NA,NA
"1187",381,"LHS",22,"Chrysler"
"1188",1486,"Liana",113,"Suzuki"
"1189",2262,"Lianca",39,"Fiat"
"1190",1081,"Libero",82,"Mitsubishi"
"1191",1459,"Libero",112,"Subaru"
"1192",846,"Liberty",59,"Jeep"
"1193",1149,"Liberty",85,"Nissan"
"1194",1731,"Liebao",130,"Yzk"
"1195",67,"Lifan",NA,NA
"1196",727,"Life",49,"Honda"
"1197",495,"Limousine",28,"Daimler"
"1198",68,"Lincoln",NA,NA
"1199",593,"Linea",39,"Fiat"
"1200",1587,"Lite Ace",121,"Toyota"
"1201",1150,"Livina Geniss",85,"Nissan"
"1202",884,"LM-002",62,"Lamborghini"
"1203",429,"Logan",25,"Dacia"
"1204",1340,"Logan",96,"Renault"
"1205",728,"Logo",49,"Honda"
"1206",69,"Lotus",NA,NA
"1207",910,"LS",66,"Lexus"
"1208",918,"LS",68,"Lincoln"
"1209",1406,"LS",104,"Saturn"
"1210",1669,"LT",124,"Volkswagen"
"1211",810,"Lublin",54,"Intrall"
"1212",273,"Lucerne",16,"Buick"
"1213",993,"Luci",77,"Mazda"
"1214",1151,"Lucino",85,"Nissan"
"1215",341,"Lumina",21,"Chevrolet"
"1216",1670,"Lupo",124,"Volkswagen"
"1217",2267,"LVD",NA,NA
"1218",1407,"LW",104,"Saturn"
"1219",911,"LX",66,"Lexus"
"1220",890,"Lybra",63,"Lancia"
"1221",1911,"LYNX",NA,NA
"1222",806,"M",53,"Infiniti"
"1223",962,"M 128",75,"Maserati"
"1224",1804,"M-1",134,"√¿«"
"1225",1805,"M-20",134,"√¿«"
"1226",1025,"M-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1227",261,"M1 (Zhonghua)",14,"Brilliance"
"1228",2211,"M170",2210,"Willys"
"1229",262,"M2 (JunJie)",14,"Brilliance"
"1230",237,"M3",11,"BMW"
"1231",2159,"M37",53,"Infiniti"
"1232",2266,"M37X",53,"Infiniti"
"1233",238,"M5",11,"BMW"
"1234",239,"M6",11,"BMW"
"1235",2115,"Madena",38,"Ferrari"
"1236",1375,"Maestro",99,"Rover"
"1237",863,"Magentis",61,"Kia"
"1238",1082,"Magna",82,"Mitsubishi"
"1239",519,"Magnum",31,"Dodge"
"1240",1341,"Magnum",96,"Renault"
"1241",447,"Magnus",26,"Daewoo"
"1242",72,"Mahindra",NA,NA
"1243",755,"Major",50,"Huanghai"
"1244",342,"Malibu",21,"Chevrolet"
"1245",148,"Mamba",2,"AC"
"1246",1227,"Manta",87,"Opel"
"1247",946,"Mantaray",73,"Marcos"
"1248",947,"Mantis",73,"Marcos"
"1249",1388,"Marbella",100,"SEAT"
"1250",1152,"March",85,"Nissan"
"1251",779,"Marcia",52,"Hyundai"
"1252",73,"Marcos",NA,NA
"1253",594,"Marea",39,"Fiat"
"1254",1042,"Mariner",80,"Mercury"
"1255",841,"mark",58,"Jaguar"
"1256",921,"Mark",68,"Lincoln"
"1257",1590,"Mark II",121,"Toyota"
"1258",922,"Mark LT",68,"Lincoln"
"1259",1591,"Mark X",121,"Toyota"
"1260",945,"Marshal",72,"Mahindra"
"1261",74,"Maruti",NA,NA
"1262",1342,"Mascott",96,"Renault"
"1263",75,"Maserati",NA,NA
"1264",1343,"Master",96,"Renault"
"1265",476,"Materia",27,"Daihatsu"
"1266",448,"Matiz",26,"Daewoo"
"1267",780,"Matrix",52,"Hyundai"
"1268",1592,"Matrix",121,"Toyota"
"1269",649,"Maverick",40,"Ford"
"1270",477,"Max",27,"Daihatsu"
"1271",1153,"Maxima",85,"Nissan"
"1272",1154,"Maxima QX",85,"Nissan"
"1273",1895,"Maxus",2267,"LVD"
"1274",76,"Maybach",NA,NA
"1275",77,"Mazda",NA,NA
"1276",144,"MC 1",1,"Microcar"
"1277",78,"McLaren",NA,NA
"1278",154,"MDX",3,"Acura"
"1279",1344,"Megane",96,"Renault"
"1280",2122,"Megane II CFE16 115 –3",96,"Renault"
"1281",2123,"Megane IIEX2CEA 110 3C",96,"Renault"
"1282",79,"Mercedes-Benz",NA,NA
"1283",80,"Mercury",NA,NA
"1284",343,"Meriva",21,"Chevrolet"
"1285",1228,"Meriva",87,"Opel"
"1286",344,"Metro",21,"Chevrolet"
"1287",1376,"Metro",99,"Rover"
"1288",81,"Metrocab",NA,NA
"1289",70,"MG",NA,NA
"1290",932,"MGF",70,"MG"
"1291",1374,"MGF",99,"Rover"
"1292",1155,"Micra",85,"Nissan"
"1293",1,"Microcar",NA,NA
"1294",933,"Midget",70,"MG"
"1295",824,"Midi",56,"Isuzu"
"1296",1345,"Midlum",96,"Renault"
"1297",1043,"Milan",80,"Mercury"
"1298",999,"Millenia",77,"Mazda"
"1299",71,"MINI",NA,NA
"1300",1377,"Mini",99,"Rover"
"1301",1083,"Minica",82,"Mitsubishi"
"1302",478,"Mira",27,"Daihatsu"
"1303",1084,"Mirage",82,"Mitsubishi"
"1304",1156,"Mistral",85,"Nissan"
"1305",181,"MiTo",5,"Alfa Romeo"
"1306",82,"Mitsubishi",NA,NA
"1307",83,"Mitsuoka",NA,NA
"1308",678,"MK",42,"Geely"
"1309",919,"MKX",68,"Lincoln"
"1310",920,"MKZ",68,"Lincoln"
"1311",2293,"ML-ÍÎ‡ÒÒ",79,"Mercedes-Benz"
"1312",479,"Mobe",27,"Daihatsu"
"1313",729,"Mobilio",49,"Honda"
"1314",1157,"Moco",85,"Nissan"
"1315",1346,"Modus",96,"Renault"
"1316",2251,"Mokka",87,"Opel"
"1317",520,"Monaco",31,"Dodge"
"1318",650,"Mondeo",40,"Ford"
"1319",568,"Mondial 3.2",38,"Ferrari"
"1320",569,"Mondial 8",38,"Ferrari"
"1321",570,"Mondial T",38,"Ferrari"
"1322",345,"Montana",21,"Chevrolet"
"1323",1292,"Montana",93,"Pontiac"
"1324",346,"Monte Carlo",21,"Chevrolet"
"1325",1229,"Monterey",87,"Opel"
"1326",1085,"Montero",82,"Mitsubishi"
"1327",1086,"Montero Sport",82,"Mitsubishi"
"1328",347,"Monza",21,"Chevrolet"
"1329",1230,"Monza",87,"Opel"
"1330",84,"Morgan",NA,NA
"1331",1044,"Mountaineer",80,"Mercury"
"1332",1231,"Movano",87,"Opel"
"1333",480,"Move",27,"Daihatsu"
"1334",994,"MPV",77,"Mazda"
"1335",995,"MPV 2",77,"Mazda"
"1336",1588,"MR2",121,"Toyota"
"1337",1589,"MRS",121,"Toyota"
"1338",823,"MU",56,"Isuzu"
"1339",259,"Mulsanne",13,"Bentley"
"1340",595,"Multipla",39,"Fiat"
"1341",1671,"Multivan",124,"Volkswagen"
"1342",1158,"Murano",85,"Nissan"
"1343",885,"Murcielago",62,"Lamborghini"
"1344",891,"Musa",63,"Lancia"
"1345",449,"Musso",26,"Daewoo"
"1346",1445,"Musso",111,"SsangYong"
"1347",1446,"Musso Sports",111,"SsangYong"
"1348",651,"Mustang",40,"Ford"
"1349",996,"MX3",77,"Mazda"
"1350",997,"MX5",77,"Mazda"
